Fichier,ID_Paragraphe,Présence,1er Mot (Entrée),1er Mot (Sortie),Dernier Mot (Entrée),Dernier Mot (Sortie),Nb mots (Entrée),Nb mots (Sortie),Nb mots Identique,Nb balises (Entrée),Nb balises (Sortie),Nb balises Identique
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p511,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d7fd31416de6e28b5bc5656848bb211fbd17f3eb,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d7fd31416de6e28b5bc5656848bb211fbd17f3eb,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d7fd31416de6e28b5bc5656848bb211fbd17f3eb,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d7fd31416de6e28b5bc5656848bb211fbd17f3eb,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p206,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p200,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p439,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p601,OK,CH_BO_08-1-,CH_BO_08-1-,CH_BO_08-1-,CH_BO_08-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p627,OK,CH_BO_09.,CH_BO_09.,r°..,r°..,105,105,Oui,26,26,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p672,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p852,OK,En,En,v°..,v°..,53,53,Oui,13,11,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p313,OK,CH_BO_04+,CH_BO_04+,r°..,r°..,78,78,Oui,28,28,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p390,OK,CH_BO_04-19-,CH_BO_04-19-,CH_BO_04-19-,CH_BO_04-19-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p435,OK,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/6c13cbdd40231c4e86542f462378d3ae4710b8a3,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/6c13cbdd40231c4e86542f462378d3ae4710b8a3,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/6c13cbdd40231c4e86542f462378d3ae4710b8a3,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/6c13cbdd40231c4e86542f462378d3ae4710b8a3,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p644,OK,CH_BO_09+,CH_BO_09+,l'Église.,l'Église.,42,42,Oui,12,12,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p309,OK,CH_BO_04+,CH_BO_04+,v°..,v°..,45,45,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p95,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p319,OK,CH_BO_04+,CH_BO_04+,°..,°..,50,50,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p746,OK,CH_AO_10.,CH_AO_10.,v°..,v°..,208,208,Oui,58,58,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p816,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,57,57,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p327,OK,CH_BO_04,CH_BO_04,CH_BO_04,CH_BO_04,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p780,OK,fallose,fallose,apostolico.,apostolico.,238,238,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p751,OK,CH_AO_10.,CH_AO_10.,r°..,r°..,87,87,Oui,27,26,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p546,OK,On,On,autrement.,autrement.,32,32,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p335,OK,CH_BO_04.,CH_BO_04.,r°..,r°..,43,43,Oui,9,9,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p372,OK,CH_BO_04-12-,CH_BO_04-12-,CH_BO_04-12-,CH_BO_04-12-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p220,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p616,OK,En,En,v°/,v°/,233,233,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p298,OK,En,En,e,e,58,58,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p225,OK,CH_BO_02c.,CH_BO_02c.,v°..,v°..,67,67,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p733,OK,En,En,r°..,r°..,71,71,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p78,OK,CH_BO_01a-10-,CH_BO_01a-10-,CH_BO_01a-10-,CH_BO_01a-10-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p268,OK,CH_BO_03.,CH_BO_03.,v°.,v°.,77,77,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p215,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p171,OK,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/3bd622d2ab3043e933e68317c8f3a806cb440d6d,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/3bd622d2ab3043e933e68317c8f3a806cb440d6d,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/3bd622d2ab3043e933e68317c8f3a806cb440d6d,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/3bd622d2ab3043e933e68317c8f3a806cb440d6d,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p529,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/ab28f812cfe3ba115cdd5a91121450affb3b9241,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/ab28f812cfe3ba115cdd5a91121450affb3b9241,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/ab28f812cfe3ba115cdd5a91121450affb3b9241,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/ab28f812cfe3ba115cdd5a91121450affb3b9241,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p880,OK,(En,(En,1492),1492),30,30,Oui,9,9,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p573,OK,(En,(En,capellan,capellan,20,20,Oui,8,8,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p131,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p276,OK,CH_BO_03-1-,CH_BO_03-1-,CH_BO_03-1-,CH_BO_03-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p620,OK,CH_BO_09,CH_BO_09,v°.,v°.,42,42,Oui,9,9,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p160,OK,CH_BO_02a.,CH_BO_02a.,v°..,v°..,128,128,Oui,41,39,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p255,OK,CH_BO_03+,CH_BO_03+,r°.,r°.,28,28,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p40,OK,CH_BO_01.,CH_BO_01.,prothonotarioAltamirano..,prothonotarioAltamirano..,49,49,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p295,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p702,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p608,OK,Las,Las,años.,años.,34,34,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p710,OK,…terçias,…terçias,capellan.,capellan.,28,28,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p505,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/816a59728a81a1a28e3bbec2ce9afead90a60f80,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/816a59728a81a1a28e3bbec2ce9afead90a60f80,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/816a59728a81a1a28e3bbec2ce9afead90a60f80,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/816a59728a81a1a28e3bbec2ce9afead90a60f80,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p272,OK,CH_BO_03.,CH_BO_03.,v°..,v°..,57,57,Oui,21,20,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p860,OK,CH_BO_12.,CH_BO_12.,r°..,r°..,99,99,Oui,27,27,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p387,OK,CH_BO_04-18-,CH_BO_04-18-,CH_BO_04-18-,CH_BO_04-18-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p831,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p532,OK,Las,Las,años.,años.,40,40,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p376,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/bcd5683e8e515e43c2de8dc4eeec329a05d89314,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/bcd5683e8e515e43c2de8dc4eeec329a05d89314,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/bcd5683e8e515e43c2de8dc4eeec329a05d89314,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/bcd5683e8e515e43c2de8dc4eeec329a05d89314,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p88,OK,nkl.07can176/e7f6681d6ff10c48ff1828a55997da6057d46d4110.34847/,nkl.07can176/e7f6681d6ff10c48ff1828a55997da6057d46d4110.34847/,nkl.07can176/e7f6681d6ff10c48ff1828a55997da6057d46d4110.34847/,nkl.07can176/e7f6681d6ff10c48ff1828a55997da6057d46d4110.34847/,1,1,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p92,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p887,OK,CH_BO_13.,CH_BO_13.,v°..,v°..,82,82,Oui,18,18,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p536,OK,(En,(En,castañeda,castañeda,20,20,Oui,8,8,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p884,OK,CH_BO_13.,CH_BO_13.,1489.,1489.,20,20,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p450,OK,[côté,[côté,r°/,r°/,49,49,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p342,OK,CH_BO_04-2-,CH_BO_04-2-,CH_BO_04-2-,CH_BO_04-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p251,OK,",",",",N°3.,N°3.,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p502,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/fb4aaed942631302dbd4a711d3cdf18ed585a356,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/fb4aaed942631302dbd4a711d3cdf18ed585a356,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/fb4aaed942631302dbd4a711d3cdf18ed585a356,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/fb4aaed942631302dbd4a711d3cdf18ed585a356,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p565,OK,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/9cb1d8e4ca435015ad7200c5babc5d5ea2ce5634,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/9cb1d8e4ca435015ad7200c5babc5d5ea2ce5634,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/9cb1d8e4ca435015ad7200c5babc5d5ea2ce5634,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/9cb1d8e4ca435015ad7200c5babc5d5ea2ce5634,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p693,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p459,OK,CH_BO_06.,CH_BO_06.,r°..,r°..,39,39,Oui,13,12,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p870,OK,CH_BO_12.,CH_BO_12.,.,.,56,56,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p660,OK,CH_BO_10.,CH_BO_10.,v°..,v°..,52,52,Oui,20,19,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p629,OK,CH_BO_09.,CH_BO_09.,Maldonado..,Maldonado..,49,49,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p438,OK,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ce249dd5cad2e2596a139c9710a459dce5faffa2,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ce249dd5cad2e2596a139c9710a459dce5faffa2,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ce249dd5cad2e2596a139c9710a459dce5faffa2,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ce249dd5cad2e2596a139c9710a459dce5faffa2,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p568,OK,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/d6557f2bd0f5f172ff3af917dd864ba6f6c3307c,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/d6557f2bd0f5f172ff3af917dd864ba6f6c3307c,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/d6557f2bd0f5f172ff3af917dd864ba6f6c3307c,https://api.nakala.fr/embed/10.34847/nkl.ea23g9g6/d6557f2bd0f5f172ff3af917dd864ba6f6c3307c,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p443,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p706,OK,CH_BO_09-10-19-,CH_BO_09-10-19-,CH_BO_09-10-19-,CH_BO_09-10-19-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p680,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/ce16c931d95d04cc27f381b39da4ee2beafb3d39,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/ce16c931d95d04cc27f381b39da4ee2beafb3d39,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/ce16c931d95d04cc27f381b39da4ee2beafb3d39,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/ce16c931d95d04cc27f381b39da4ee2beafb3d39,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p742,OK,CH_AO_10.,CH_AO_10.,JuanPastor.,JuanPastor.,60,60,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p329,OK,CH_BO_04.,CH_BO_04.,mod.)..,mod.)..,83,83,Oui,24,24,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p404,OK,",",",",Pedro,Pedro,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p126,OK,Imagen,Imagen,varas.,varas.,115,115,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p151,OK,CH_BO_02.,CH_BO_02.,Gonzálezracionero.,Gonzálezracionero.,75,75,Oui,24,24,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p229,OK,CH_BO_02c.,CH_BO_02c.,235-237)..,235-237)..,113,113,Oui,26,26,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p146,OK,CH_BO_02.,CH_BO_02.,Mayorga.,Mayorga.,96,96,Oui,33,33,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p533,OK,En,En,eglesia.,eglesia.,528,528,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p609,OK,En,En,capellan.,capellan.,180,180,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p432,OK,/nkl.baa9h05c/f6c5c33404ce9fa356f1c5534cb926d291ec12fa10.34847,/nkl.baa9h05c/f6c5c33404ce9fa356f1c5534cb926d291ec12fa10.34847,/nkl.baa9h05c/f6c5c33404ce9fa356f1c5534cb926d291ec12fa10.34847,/nkl.baa9h05c/f6c5c33404ce9fa356f1c5534cb926d291ec12fa10.34847,1,1,Oui,2,1,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p814,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,158,158,Oui,42,41,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p323,OK,CH_BO_04+,CH_BO_04+,v°..,v°..,52,52,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p217,OK,En,En,media.,media.,250,250,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p560,OK,CH_BO_07.,CH_BO_07.,r°..,r°..,38,38,Oui,9,9,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p695,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/f97447718b344d96dbf953fe186241cadc4e9f4a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/f97447718b344d96dbf953fe186241cadc4e9f4a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/f97447718b344d96dbf953fe186241cadc4e9f4a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/f97447718b344d96dbf953fe186241cadc4e9f4a,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p85,OK,nkl.07can176/e600d72d7d58fe0ecffd08676cb297e3c9682af410.34847/,nkl.07can176/e600d72d7d58fe0ecffd08676cb297e3c9682af410.34847/,nkl.07can176/e600d72d7d58fe0ecffd08676cb297e3c9682af410.34847/,nkl.07can176/e600d72d7d58fe0ecffd08676cb297e3c9682af410.34847/,1,1,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p241,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p681,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p162,OK,CH_BO_02a.,CH_BO_02a.,r°..,r°..,45,45,Oui,12,12,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p735,OK,CH_AO_10,CH_AO_10,absente..,absente..,94,94,Oui,22,22,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p845,OK,En,En,apostolico.,apostolico.,154,154,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p83,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p133,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p222,OK,En,En,r,r,284,284,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p56,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p122,OK,OF,OF,bis,bis,3,3,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p707,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a9caf34a88f7ccd2cff63f302749e0725e52938a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a9caf34a88f7ccd2cff63f302749e0725e52938a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a9caf34a88f7ccd2cff63f302749e0725e52938a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a9caf34a88f7ccd2cff63f302749e0725e52938a,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p547,OK,CH_BO_07,CH_BO_07,v°..,v°..,48,48,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p850,OK,CH_BO_12.,CH_BO_12.,.,.,58,58,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p178,OK,(En,(En,Alvarez.,Alvarez.,18,18,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p306,OK,CH_BO_04,CH_BO_04,r°.,r°.,101,101,Oui,29,26,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p539,OK,[au,[au,v°/,v°/,64,64,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p662,OK,"CH_BO_10,","CH_BO_10,",v°.,v°.,47,47,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p682,OK,CH_BO_09-10-11-,CH_BO_09-10-11-,CH_BO_09-10-11-,CH_BO_09-10-11-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p420,OK,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/3ffb0211b4fdd3ba13924a7d94af55433058f9fa,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/3ffb0211b4fdd3ba13924a7d94af55433058f9fa,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/3ffb0211b4fdd3ba13924a7d94af55433058f9fa,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/3ffb0211b4fdd3ba13924a7d94af55433058f9fa,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p779,OK,En,En,e,e,60,60,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p212,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p425,OK,CH_BO_05-3-,CH_BO_05-3-,CH_BO_05-3-,CH_BO_05-3-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p512,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p603,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p227,OK,CH_BO_02c.,CH_BO_02c.,v°..,v°..,99,99,Oui,28,28,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p394,OK,Las,Las,38.,38.,31,31,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p395,OK,En,En,gonçales.,gonçales.,233,233,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p856,OK,CH_BO_12.,CH_BO_12.,r°..,r°..,67,67,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p174,OK,Imagen,Imagen,años.,años.,38,38,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p808,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,48,48,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p794,OK,CH_BO_11.,CH_BO_11.,29..,29..,73,73,Oui,21,21,Oui
